90.0279;-16.1711; 0
326.26;-0.570118; 1
46.9131;-54.2942; 0
79.5604;-29.8489; 0
111.846;-92.6585; 0
330.227;-0.694826; 1
103.575;-72.8471; 0
330.741;-137.768; 2
79.1619;-18.8963; 0
324.441;-119.043; 2
43.7565;-59.9013; 0
31.3209;-64.6954; 0
101.596;-82.2466; 0
315.265;-1.79881; 1
339.223;-4.82829; 1
105.812;-19.5178; 0
102.747;-86.5558; 0
37.6819;-67.5307; 0
320.344;-5.79698; 1
319.678;-122.622; 2
46.5207;-60.5932; 0
316.589;-146.699; 2
328.033;-139.902; 2
47.4599;-83.3619; 0
94.9124;-8.51512; 0
109.028;-18.2068; 0
100.538;-20.3209; 0
97.3446;-32.5724; 0
92.0536;-24.7054; 0
107.891;-92.4785; 0
346.826;-155.905; 2
326.368;-136.889; 2
31.5134;-65.7198; 0
85.4218;-23.0786; 0
109.353;-10.2947; 0
107.132;-26.8293; 0
340.55;5.71465; 1
314.1;-145.886; 2
26.4161;-59.7863; 0
108.666;-32.8464; 0
46.4132;-63.3648; 0
326.146;-147.754; 2
315.101;-146.343; 2
351.265;-26.4057; 1
109.543;-29.8151; 0
307.44;-147.366; 2
332.533;-17.2116; 1
353.68;-9.69635; 1
311.658;-152.805; 2
119.033;-75.4912; 0
115.558;-20.4609; 0
342.137;-8.87708; 1
336.604;-13.4802; 1
312.146;-156.072; 2
128.719;-81.2496; 0
86.6478;-20.624; 0
317.428;-151.29; 2
333.612;-6.76262; 1
110.371;-81.7785; 0
115.704;-71.5046; 0
318.677;-133.016; 2
94.8618;-34.883; 0
113.529;-83.4731; 0
98.6066;-25.5427; 0
47.0811;-61.6214; 0
97.4047;-79.5633; 0
344.435;-15.4567; 1
332.741;-32.1355; 1
103.907;-6.10277; 0
357.726;-16.5873; 1
343.249;-33.8933; 1
337.298;-144.98; 2
35.7593;-48.5423; 0
112.096;-78.3919; 0
308.084;-147.789; 2
111.719;-91.4469; 0
323.291;-116.425; 2
321.809;-6.49976; 1
45.4811;-68.2046; 0
97.9061;-12.288; 0
32.9698;-41.9683; 0
78.453;-78.8551; 0
351.557;-5.95431; 1
340.725;-27.1419; 1
316.836;-19.119; 1
95.7906;-87.0476; 0
49.4176;-57.2795; 0
96.9574;-82.5069; 0
331.03;-134.478; 2
49.3316;-66.4051; 0
319.783;-128.287; 2
97.9369;-38.7445; 0
333.933;-138.297; 2
340.079;-138.326; 2
332.832;-0.64433; 1
332.438;-17.485; 1
20.7622;-52.384; 0
86.2294;-21.489; 0
324.182;-138.912; 2
93.0902;-22.0933; 0
41.6221;-58.7345; 0
57.5476;-48.6364; 0
41.1571;-58.3011; 0
95.6025;-93.7007; 0
305.541;-123.145; 2
77.1289;-6.33737; 0
48.2929;-63.0145; 0
92.8342;-18.8106; 0
326.299;-124.455; 2
334.977;-146.131; 2
339.094;-5.62577; 1
96.1568;-63.5305; 0
114.575;-74.4106; 0
109.726;-67.7501; 0
98.8199;-76.3097; 0
108.949;-91.1784; 0
333.323;-135.59; 2
109.849;-83.9133; 0
90.4324;-85.2101; 0
49.7903;-49.969; 0
35.0181;-53.873; 0
102.008;-24.6566; 0
319.188;-153.577; 2
339.508;-7.14652; 1
333.362;-143.722; 2
94.129;-5.28081; 0
109.763;-5.43788; 0
342.84;-6.53528; 1
110.296;-84.4502; 0
342.339;-117.085; 2
112.274;-99.6134; 0
103.798;-76.4601; 0
319.798;-152.344; 2
98.0472;-35.4452; 0
88.2753;-6.54752; 0
344.549;10.5289; 1
99.8243;-11.9172; 0
99.2678;-32.9917; 0
111.863;-73.8485; 0
104.933;-22.7244; 0
351.577;-148.957; 2
34.5459;-62.1706; 0
103.071;-103.592; 0
93.5329;-82.0181; 0
30.1063;-57.4841; 0
341.259;4.36814; 1
111.818;-22.534; 0
86.8304;-1.63428; 0
345.006;-3.05798; 1
34.5406;-47.9876; 0
25.6176;-52.9819; 0
329.913;-18.7046; 1
346.633;-6.15511; 1
100.053;-88.1532; 0
48.6386;-55.3422; 0
334.42;-19.4677; 1
82.9728;-89.3323; 0
315.42;-139.443; 2
329.02;-10.8064; 1
325.143;-148.335; 2
345.63;-11.4744; 1
92.5237;-24.2945; 0
116.525;-61.7967; 0
126.165;-76.0467; 0
108.021;-93.644; 0
334.706;-7.38463; 1
34.7583;-52.5194; 0
321.907;-144.34; 2
93.0536;-6.54938; 0
104.073;-84.2658; 0
85.4715;-87.9592; 0
84.8519;-12.3888; 0
104.58;-14.3607; 0
300.904;-148.289; 2
39.8402;-63.776; 0
95.38;-22.6099; 0
334.296;-7.48368; 1
127.787;-78.246; 0
87.5531;-35.1065; 0
318.594;-155.893; 2
104.563;10.2525; 0
92.0062;-8.24714; 0
329.274;-24.0486; 1
91.7809;-72.2695; 0
111.748;-27.4061; 0
48.465;-66.127; 0
314.665;-127.634; 2
93.1233;-87.3658; 0
329.297;-147.857; 2
105.133;-99.5467; 0
332.698;-142.836; 2
42.3875;-58.1093; 0
100.1;-24.1408; 0
340.605;-4.42026; 1
95.5389;-13.602; 0
49.346;-60.1724; 0
119.672;-10.2697; 0
330.984;-13.7527; 1
112.821;-94.0909; 0
108.713;-25.1197; 0
93.8619;-32.485; 0
35.1777;-56.6405; 0
94.3293;-80.7521; 0
114.473;-69.6456; 0
96.207;-76.3726; 0
115.602;-4.63078; 0
342.485;-6.66816; 1
102.6;-74.3726; 0
334.443;-139.608; 2
50.3151;-63.8381; 0
328.156;-34.1376; 1
330.007;-27.4329; 1
107.851;2.77541; 0
322.851;-149.674; 2
334.731;-22.0658; 1
103.17;-0.0219589; 0
353.189;-23.4669; 1
92.4249;-28.1218; 0
341.902;-134.782; 2
116.308;-79.0563; 0
39.9515;-52.9258; 0
100.817;-18.4366; 0
351.826;-4.57684; 1
324.317;-142.957; 2
310.683;-148.519; 2
332.814;-129.775; 2
30.8564;-65.6822; 0
113.178;-0.265071; 0
35.3016;-65.8766; 0
81.7287;-15.5054; 0
316.815;-132.908; 2
310.522;-158.071; 2
324.866;-139.252; 2
31.2419;-73.0468; 0
327.705;-128.824; 2
89.7217;-21.1389; 0
348.439;0.368965; 1
41.9821;-49.0091; 0
111.622;-80.9607; 0
25.5738;-45.4936; 0
345.838;-6.64618; 1
314.815;-126.954; 2
309.21;-129.795; 2
97.4812;-91.6511; 0
331.923;-144.554; 2
324.177;-148.225; 2
354.499;-20.1181; 1
97.4338;-76.0728; 0
328.535;-10.7566; 1
320.578;-15.0895; 1
34.6108;-54.2348; 0
34.1377;-62.7731; 0
125.055;-80.6257; 0
89.807;-21.6016; 0
327.212;-145.486; 2
45.1758;-72.1191; 0
38.3486;-62.2506; 0
89.0319;-18.3092; 0
112.177;-89.2479; 0
91.7785;-29.5675; 0
112.476;-87.9817; 0
330.489;-15.95; 1
320.999;-136.116; 2
96.776;-28.9651; 0
332.654;-7.85757; 1
97.6182;-23.4209; 0
332.303;-136.555; 2
81.7317;-27.6871; 0
41.4201;-66.0391; 0
31.0502;-64.3358; 0
97.5475;-23.3178; 0
120.316;-66.4341; 0
92.8114;-72.4685; 0
100.373;-91.7546; 0
37.0978;-55.3277; 0
338.666;-34.7308; 1
345.234;-14.099; 1
337.93;0.117575; 1
130.874;-70.5038; 0
93.4452;-73.5968; 0
39.5751;-63.2021; 0
333.029;-13.0827; 1
99.3283;-3.3902; 0
332.144;-19.2485; 1
14.0523;-62.0719; 0
100.143;-31.7595; 0
324.09;-24.4083; 1
122.843;-80.3099; 0
325.073;-10.6926; 1
41.4426;-59.3179; 0
103;-8.02689; 0
106.185;-17.8156; 0
99.6811;-63.4441; 0
55.5353;-32.1841; 0
335.47;0.0249867; 1
334.268;-4.63534; 1
349.245;5.69788; 1
29.3621;-73.805; 0
115.688;-103.282; 0
106.436;-12.214; 0
94.897;-70.9649; 0
332.592;-147.446; 2
95.5878;-28.2198; 0
36.0752;-49.0632; 0
46.0734;-51.4903; 0
84.2434;-72.956; 0
91.5769;-84.2201; 0
105.983;-85.9721; 0
37.2036;-70.896; 0
331.863;-15.7388; 1
29.9234;-70.9654; 0
90.65;-11.1962; 0
324.985;-143.623; 2
101.038;-100.712; 0
345.669;-23.1909; 1
94.3056;-12.2707; 0
59.4967;-39.7879; 0
337.978;-0.489295; 1
92.26;-79.7889; 0
104.453;-94.8261; 0
113.809;-103.446; 0
89.9806;-1.1261; 0
334.369;-18.0587; 1
329.892;-21.8762; 1
349.386;-15.2691; 1
96.211;-14.1369; 0
335.14;-134.097; 2
47.5544;-66.4588; 0
337.013;-22.4439; 1
341.03;-11.2024; 1
80.3559;-29.4013; 0
44.8856;-54.4743; 0
32.7527;-55.6874; 0
68.5824;-50.5956; 0
